onset1	nucleus1	onset2	nucleus2	coda	shape	jamo	hangul	romanization	lexicality	memo
c	i	n	o	k̚	CVCVC	ㅈㅣᄂㅗᆨ	지녹	jinok		
c	i	n	u	k̚	CVCVC	ㅈㅣᄂㅜᆨ	지눅	jinuk		
c	a	n	i	k̚	CVCVC	ㅈㅏᄂㅣᆨ	자닉	janik		
c	a	n	o	k̚	CVCVC	ㅈㅏᄂㅗᆨ	자녹	janok		
c	a	n	u	k̚	CVCVC	ㅈㅏᄂㅜᆨ	자눅	januk		
c	o	n	i	k̚	CVCVC	ㅈㅗᄂㅣᆨ	조닉	jonik		
c	o	n	a	k̚	CVCVC	ㅈㅗᄂㅏᆨ	조낙	jonak		
c	o	n	u	k̚	CVCVC	ㅈㅗᄂㅜᆨ	조눅	jonuk		
c	u	n	i	k̚	CVCVC	ㅈㅜᄂㅣᆨ	주닉	junik		
c	u	n	a	k̚	CVCVC	ㅈㅜᄂㅏᆨ	주낙	junak		
c	u	n	o	k̚	CVCVC	ㅈㅜᄂㅗᆨ	주녹	junok	FALSE	
k	i	p	a	k̚	CVCVC	ㄱㅣㅂㅏᆨ	기박	gibak		
k	i	p	o	k̚	CVCVC	ㄱㅣㅂㅗᆨ	기복	gibok		
k	i	p	u	k̚	CVCVC	ㄱㅣㅂㅜᆨ	기북	gibuk		
k	a	p	i	k̚	CVCVC	ㄱㅏㅂㅣᆨ	가빅	gabik		
k	a	p	o	k̚	CVCVC	ㄱㅏㅂㅗᆨ	가복	gabok		
k	a	p	u	k̚	CVCVC	ㄱㅏㅂㅜᆨ	가북	gabuk		
k	o	p	i	k̚	CVCVC	ㄱㅗㅂㅣᆨ	고빅	gobik		
k	o	p	a	k̚	CVCVC	ㄱㅗㅂㅏᆨ	고박	gobak		
k	o	p	u	k̚	CVCVC	ㄱㅗㅂㅜᆨ	고북	gobuk		
k	u	p	i	k̚	CVCVC	ㄱㅜㅂㅣᆨ	구빅	gubik		
k	u	p	a	k̚	CVCVC	ㄱㅜㅂㅏᆨ	구박	gubak		
k	u	p	o	k̚	CVCVC	ㄱㅜㅂㅗᆨ	구복	gubok		
k	i	t	a	k̚	CVCVC	ㄱㅣㄷㅏᆨ	기닥	gidak	FALSE	
k	i	t	u	k̚	CVCVC	ㄱㅣㄷㅜᆨ	기둑	giduk		
k	a	t	i	k̚	CVCVC	ㄱㅏㄷㅣᆨ	가딕	gadik		
k	a	t	o	k̚	CVCVC	ㄱㅏㄷㅗᆨ	가독	gadok		
k	a	t	u	k̚	CVCVC	ㄱㅏㄷㅜᆨ	가둑	gaduk		
k	o	t	i	k̚	CVCVC	ㄱㅗㄷㅣᆨ	고딕	godik		
k	o	t	a	k̚	CVCVC	ㄱㅗㄷㅏᆨ	고닥	godak		
k	o	t	u	k̚	CVCVC	ㄱㅗㄷㅜᆨ	고둑	goduk		
k	u	t	i	k̚	CVCVC	ㄱㅜㄷㅣᆨ	구딕	gudik		
k	u	t	a	k̚	CVCVC	ㄱㅜㄷㅏᆨ	구닥	gudak		
k	i	c	a	k̚	CVCVC	ㄱㅣㅈㅏᆨ	기작	gijak		
k	i	c	o	k̚	CVCVC	ㄱㅣㅈㅗᆨ	기족	gijok		
k	i	c	u	k̚	CVCVC	ㄱㅣㅈㅜᆨ	기죽	gijuk		
k	a	c	i	k̚	CVCVC	ㄱㅏㅈㅣᆨ	가직	gajik	TRUE	
k	o	c	i	k̚	CVCVC	ㄱㅗㅈㅣᆨ	고직	gojik		
k	o	c	u	k̚	CVCVC	ㄱㅗㅈㅜᆨ	고죽	gojuk		
k	u	c	i	k̚	CVCVC	ㄱㅜㅈㅣᆨ	구직	gujik		
k	u	c	a	k̚	CVCVC	ㄱㅜㅈㅏᆨ	구작	gujak		
k	u	c	o	k̚	CVCVC	ㄱㅜㅈㅗᆨ	구족	gujok		
k	i	pʰ	a	k̚	CVCVC	ㄱㅣㅍㅏᆨ	기팍	gipak		
k	i	pʰ	o	k̚	CVCVC	ㄱㅣㅍㅗᆨ	기폭	gipok		
k	i	pʰ	u	k̚	CVCVC	ㄱㅣㅍㅜᆨ	기푹	gipuk		
k	a	pʰ	i	k̚	CVCVC	ㄱㅏㅍㅣᆨ	가픽	gapik		
k	a	pʰ	o	k̚	CVCVC	ㄱㅏㅍㅗᆨ	가폭	gapok		
k	a	pʰ	u	k̚	CVCVC	ㄱㅏㅍㅜᆨ	가푹	gapuk		
k	o	pʰ	i	k̚	CVCVC	ㄱㅗㅍㅣᆨ	고픽	gopik		
k	o	pʰ	a	k̚	CVCVC	ㄱㅗㅍㅏᆨ	고팍	gopak	FALSE	
k	o	pʰ	u	k̚	CVCVC	ㄱㅗㅍㅜᆨ	고푹	gopuk		
k	u	pʰ	i	k̚	CVCVC	ㄱㅜㅍㅣᆨ	구픽	gupik		
k	u	pʰ	a	k̚	CVCVC	ㄱㅜㅍㅏᆨ	구팍	gupak		
k	u	pʰ	o	k̚	CVCVC	ㄱㅜㅍㅗᆨ	구폭	gupok		
k	i	tʰ	a	k̚	CVCVC	ㄱㅣㅌㅏᆨ	기탁	gitak		
k	i	tʰ	o	k̚	CVCVC	ㄱㅣㅌㅗᆨ	기톡	gitok		
k	i	tʰ	u	k̚	CVCVC	ㄱㅣㅌㅜᆨ	기툭	gituk		
k	a	tʰ	i	k̚	CVCVC	ㄱㅏㅌㅣᆨ	가틱	gatik		
k	a	tʰ	o	k̚	CVCVC	ㄱㅏㅌㅗᆨ	가톡	gatok		
k	a	tʰ	u	k̚	CVCVC	ㄱㅏㅌㅜᆨ	가툭	gatuk		
k	o	tʰ	i	k̚	CVCVC	ㄱㅗㅌㅣᆨ	고틱	gotik		
k	o	tʰ	a	k̚	CVCVC	ㄱㅗㅌㅏᆨ	고탁	gotak		
k	o	tʰ	u	k̚	CVCVC	ㄱㅗㅌㅜᆨ	고툭	gotuk	FALSE	
k	u	tʰ	i	k̚	CVCVC	ㄱㅜㅌㅣᆨ	구틱	gutik		
k	u	tʰ	a	k̚	CVCVC	ㄱㅜㅌㅏᆨ	구탁	gutak		
k	u	tʰ	o	k̚	CVCVC	ㄱㅜㅌㅗᆨ	구톡	gutok		
k	i	cʰ	a	k̚	CVCVC	ㄱㅣㅊㅏᆨ	기착	gichak		
k	i	cʰ	o	k̚	CVCVC	ㄱㅣㅊㅗᆨ	기촉	gichok		
k	i	cʰ	u	k̚	CVCVC	ㄱㅣㅊㅜᆨ	기축	gichuk		
k	a	cʰ	i	k̚	CVCVC	ㄱㅏㅊㅣᆨ	가칙	gachik		
k	a	cʰ	o	k̚	CVCVC	ㄱㅏㅊㅗᆨ	가촉	gachok		
k	o	cʰ	i	k̚	CVCVC	ㄱㅗㅊㅣᆨ	고칙	gochik		
k	o	cʰ	a	k̚	CVCVC	ㄱㅗㅊㅏᆨ	고착	gochak		
k	o	cʰ	u	k̚	CVCVC	ㄱㅗㅊㅜᆨ	고축	gochuk		
k	u	cʰ	i	k̚	CVCVC	ㄱㅜㅊㅣᆨ	구칙	guchik		
k	u	cʰ	a	k̚	CVCVC	ㄱㅜㅊㅏᆨ	구착	guchak	FALSE	
k	u	cʰ	o	k̚	CVCVC	ㄱㅜㅊㅗᆨ	구촉	guchok		
k	i	s	a	k̚	CVCVC	ㄱㅣᄉㅏᆨ	기삭	gisak		
k	i	s	o	k̚	CVCVC	ㄱㅣᄉㅗᆨ	기속	gisok		
k	i	s	u	k̚	CVCVC	ㄱㅣᄉㅜᆨ	기숙	gisuk		
k	a	s	o	k̚	CVCVC	ㄱㅏᄉㅗᆨ	가속	gasok		
k	a	s	u	k̚	CVCVC	ㄱㅏᄉㅜᆨ	가숙	gasuk		
k	o	s	i	k̚	CVCVC	ㄱㅗᄉㅣᆨ	고식	gosik		
k	o	s	a	k̚	CVCVC	ㄱㅗᄉㅏᆨ	고삭	gosak		
k	o	s	u	k̚	CVCVC	ㄱㅗᄉㅜᆨ	고숙	gosuk		
k	u	s	a	k̚	CVCVC	ㄱㅜᄉㅏᆨ	구삭	gusak		
k	i	m	a	k̚	CVCVC	ㄱㅣᄆㅏᆨ	기막	gimak		
k	i	m	o	k̚	CVCVC	ㄱㅣᄆㅗᆨ	기목	gimok		
k	i	m	u	k̚	CVCVC	ㄱㅣᄆㅜᆨ	기묵	gimuk	FALSE	
k	a	m	i	k̚	CVCVC	ㄱㅏᄆㅣᆨ	가믹	gamik		
k	a	m	u	k̚	CVCVC	ㄱㅏᄆㅜᆨ	가묵	gamuk		
k	o	m	i	k̚	CVCVC	ㄱㅗᄆㅣᆨ	고믹	gomik		
k	o	m	u	k̚	CVCVC	ㄱㅗᄆㅜᆨ	고묵	gomuk		
k	u	m	i	k̚	CVCVC	ㄱㅜᄆㅣᆨ	구믹	gumik		
k	u	m	a	k̚	CVCVC	ㄱㅜᄆㅏᆨ	구막	gumak		
k	u	m	o	k̚	CVCVC	ㄱㅜᄆㅗᆨ	구목	gumok		
k	i	n	a	k̚	CVCVC	ㄱㅣᄂㅏᆨ	기낙	ginak		
k	i	n	o	k̚	CVCVC	ㄱㅣᄂㅗᆨ	기녹	ginok		
k	i	n	u	k̚	CVCVC	ㄱㅣᄂㅜᆨ	기눅	ginuk		
k	a	n	i	k̚	CVCVC	ㄱㅏᄂㅣᆨ	가닉	ganik		
k	a	n	o	k̚	CVCVC	ㄱㅏᄂㅗᆨ	가녹	ganok		
k	a	n	u	k̚	CVCVC	ㄱㅏᄂㅜᆨ	가눅	ganuk	FALSE	
k	o	n	i	k̚	CVCVC	ㄱㅗᄂㅣᆨ	고닉	gonik		
k	o	n	a	k̚	CVCVC	ㄱㅗᄂㅏᆨ	고낙	gonak		
k	o	n	u	k̚	CVCVC	ㄱㅗᄂㅜᆨ	고눅	gonuk		
k	u	n	i	k̚	CVCVC	ㄱㅜᄂㅣᆨ	구닉	gunik		
k	u	n	a	k̚	CVCVC	ㄱㅜᄂㅏᆨ	구낙	gunak		
k	u	n	o	k̚	CVCVC	ㄱㅜᄂㅗᆨ	구녹	gunok		
pʰ	i	t	a	k̚	CVCVC	ㅍㅣㄷㅏᆨ	피닥	pidak		
pʰ	i	t	o	k̚	CVCVC	ㅍㅣㄷㅗᆨ	피독	pidok		
pʰ	i	t	u	k̚	CVCVC	ㅍㅣㄷㅜᆨ	피둑	piduk		
pʰ	a	t	i	k̚	CVCVC	ㅍㅏㄷㅣᆨ	파딕	padik		
pʰ	a	t	o	k̚	CVCVC	ㅍㅏㄷㅗᆨ	파독	padok		
pʰ	a	t	u	k̚	CVCVC	ㅍㅏㄷㅜᆨ	파둑	paduk		
pʰ	o	t	i	k̚	CVCVC	ㅍㅗㄷㅣᆨ	포딕	podik	FALSE	
pʰ	o	t	a	k̚	CVCVC	ㅍㅗㄷㅏᆨ	포닥	podak		
pʰ	o	t	u	k̚	CVCVC	ㅍㅗㄷㅜᆨ	포둑	poduk		
pʰ	u	t	i	k̚	CVCVC	ㅍㅜㄷㅣᆨ	푸딕	pudik		
pʰ	u	t	a	k̚	CVCVC	ㅍㅜㄷㅏᆨ	푸닥	pudak		
pʰ	u	t	o	k̚	CVCVC	ㅍㅜㄷㅗᆨ	푸독	pudok		
pʰ	i	c	a	k̚	CVCVC	ㅍㅣㅈㅏᆨ	피작	pijak		
pʰ	i	c	o	k̚	CVCVC	ㅍㅣㅈㅗᆨ	피족	pijok		
pʰ	i	c	u	k̚	CVCVC	ㅍㅣㅈㅜᆨ	피죽	pijuk		
pʰ	a	c	i	k̚	CVCVC	ㅍㅏㅈㅣᆨ	파직	pajik		
pʰ	a	c	o	k̚	CVCVC	ㅍㅏㅈㅗᆨ	파족	pajok		
pʰ	a	c	u	k̚	CVCVC	ㅍㅏㅈㅜᆨ	파죽	pajuk		
pʰ	o	c	i	k̚	CVCVC	ㅍㅗㅈㅣᆨ	포직	pojik		
pʰ	o	c	a	k̚	CVCVC	ㅍㅗㅈㅏᆨ	포작	pojak	TRUE	
pʰ	o	c	u	k̚	CVCVC	ㅍㅗㅈㅜᆨ	포죽	pojuk		
pʰ	u	c	i	k̚	CVCVC	ㅍㅜㅈㅣᆨ	푸직	pujik		
pʰ	u	c	a	k̚	CVCVC	ㅍㅜㅈㅏᆨ	푸작	pujak		
pʰ	u	c	o	k̚	CVCVC	ㅍㅜㅈㅗᆨ	푸족	pujok		
pʰ	i	k	a	t̚	CVCVC	ㅍㅣㄱㅏᆮ	피갇	pigat		
pʰ	i	k	o	t̚	CVCVC	ㅍㅣㄱㅗᆮ	피곧	pigot		
pʰ	i	k	u	t̚	CVCVC	ㅍㅣㄱㅜᆮ	피굳	pigut		
pʰ	a	k	i	t̚	CVCVC	ㅍㅏㄱㅣᆮ	파긷	pagit		
pʰ	a	k	o	t̚	CVCVC	ㅍㅏㄱㅗᆮ	파곧	pagot		
pʰ	a	k	u	t̚	CVCVC	ㅍㅏㄱㅜᆮ	파굳	pagut		
pʰ	o	k	i	t̚	CVCVC	ㅍㅗㄱㅣᆮ	포긷	pogit		
pʰ	o	k	a	t̚	CVCVC	ㅍㅗㄱㅏᆮ	포갇	pogat		
pʰ	o	k	u	t̚	CVCVC	ㅍㅗㄱㅜᆮ	포굳	pogut	FALSE	
pʰ	u	k	i	t̚	CVCVC	ㅍㅜㄱㅣᆮ	푸긷	pugit		
pʰ	u	k	a	t̚	CVCVC	ㅍㅜㄱㅏᆮ	푸갇	pugat		
pʰ	u	k	o	t̚	CVCVC	ㅍㅜㄱㅗᆮ	푸곧	pugot		
pʰ	i	tʰ	a	k̚	CVCVC	ㅍㅣㅌㅏᆨ	피탁	pitak		
pʰ	i	tʰ	o	k̚	CVCVC	ㅍㅣㅌㅗᆨ	피톡	pitok		
pʰ	i	tʰ	u	k̚	CVCVC	ㅍㅣㅌㅜᆨ	피툭	pituk		
pʰ	a	tʰ	i	k̚	CVCVC	ㅍㅏㅌㅣᆨ	파틱	patik		
pʰ	a	tʰ	o	k̚	CVCVC	ㅍㅏㅌㅗᆨ	파톡	patok		
pʰ	a	tʰ	u	k̚	CVCVC	ㅍㅏㅌㅜᆨ	파툭	patuk		
pʰ	o	tʰ	i	k̚	CVCVC	ㅍㅗㅌㅣᆨ	포틱	potik		
pʰ	o	tʰ	a	k̚	CVCVC	ㅍㅗㅌㅏᆨ	포탁	potak		
pʰ	o	tʰ	u	k̚	CVCVC	ㅍㅗㅌㅜᆨ	포툭	potuk		
pʰ	u	tʰ	i	k̚	CVCVC	ㅍㅜㅌㅣᆨ	푸틱	putik	FALSE	
pʰ	u	tʰ	a	k̚	CVCVC	ㅍㅜㅌㅏᆨ	푸탁	putak		
pʰ	u	tʰ	o	k̚	CVCVC	ㅍㅜㅌㅗᆨ	푸톡	putok		
pʰ	i	cʰ	a	k̚	CVCVC	ㅍㅣㅊㅏᆨ	피착	pichak		
pʰ	i	cʰ	o	k̚	CVCVC	ㅍㅣㅊㅗᆨ	피촉	pichok		
pʰ	i	cʰ	u	k̚	CVCVC	ㅍㅣㅊㅜᆨ	피축	pichuk		
pʰ	a	cʰ	i	k̚	CVCVC	ㅍㅏㅊㅣᆨ	파칙	pachik		
pʰ	a	cʰ	o	k̚	CVCVC	ㅍㅏㅊㅗᆨ	파촉	pachok		
pʰ	a	cʰ	u	k̚	CVCVC	ㅍㅏㅊㅜᆨ	파축	pachuk		
pʰ	o	cʰ	i	k̚	CVCVC	ㅍㅗㅊㅣᆨ	포칙	pochik		
pʰ	o	cʰ	a	k̚	CVCVC	ㅍㅗㅊㅏᆨ	포착	pochak		
pʰ	o	cʰ	u	k̚	CVCVC	ㅍㅗㅊㅜᆨ	포축	pochuk		
pʰ	u	cʰ	i	k̚	CVCVC	ㅍㅜㅊㅣᆨ	푸칙	puchik		
pʰ	u	cʰ	a	k̚	CVCVC	ㅍㅜㅊㅏᆨ	푸착	puchak	FALSE	
pʰ	u	cʰ	o	k̚	CVCVC	ㅍㅜㅊㅗᆨ	푸촉	puchok		
pʰ	i	kʰ	a	t̚	CVCVC	ㅍㅣㅋㅏᆮ	피칻	pikat		
pʰ	i	kʰ	o	t̚	CVCVC	ㅍㅣㅋㅗᆮ	피콛	pikot		
pʰ	i	kʰ	u	t̚	CVCVC	ㅍㅣㅋㅜᆮ	피쿧	pikut		
pʰ	a	kʰ	i	t̚	CVCVC	ㅍㅏㅋㅣᆮ	파킫	pakit		
pʰ	a	kʰ	o	t̚	CVCVC	ㅍㅏㅋㅗᆮ	파콛	pakot		
pʰ	a	kʰ	u	t̚	CVCVC	ㅍㅏㅋㅜᆮ	파쿧	pakut		
pʰ	o	kʰ	i	t̚	CVCVC	ㅍㅗㅋㅣᆮ	포킫	pokit		
pʰ	o	kʰ	a	t̚	CVCVC	ㅍㅗㅋㅏᆮ	포칻	pokat		
pʰ	o	kʰ	u	t̚	CVCVC	ㅍㅗㅋㅜᆮ	포쿧	pokut		
pʰ	u	kʰ	i	t̚	CVCVC	ㅍㅜㅋㅣᆮ	푸킫	pukit		
pʰ	u	kʰ	a	t̚	CVCVC	ㅍㅜㅋㅏᆮ	푸칻	pukat		
pʰ	u	kʰ	o	t̚	CVCVC	ㅍㅜㅋㅗᆮ	푸콛	pukot	FALSE	
pʰ	i	s	a	k̚	CVCVC	ㅍㅣᄉㅏᆨ	피삭	pisak		
pʰ	i	s	o	k̚	CVCVC	ㅍㅣᄉㅗᆨ	피속	pisok		
pʰ	i	s	u	k̚	CVCVC	ㅍㅣᄉㅜᆨ	피숙	pisuk		
pʰ	a	s	i	k̚	CVCVC	ㅍㅏᄉㅣᆨ	파식	pasik		
pʰ	a	s	o	k̚	CVCVC	ㅍㅏᄉㅗᆨ	파속	pasok		
pʰ	a	s	u	k̚	CVCVC	ㅍㅏᄉㅜᆨ	파숙	pasuk		
pʰ	o	s	i	k̚	CVCVC	ㅍㅗᄉㅣᆨ	포식	posik		
pʰ	o	s	u	k̚	CVCVC	ㅍㅗᄉㅜᆨ	포숙	posuk		
pʰ	u	s	i	k̚	CVCVC	ㅍㅜᄉㅣᆨ	푸식	pusik		
pʰ	u	s	a	k̚	CVCVC	ㅍㅜᄉㅏᆨ	푸삭	pusak		
pʰ	u	s	o	k̚	CVCVC	ㅍㅜᄉㅗᆨ	푸속	pusok		
pʰ	i	m	a	k̚	CVCVC	ㅍㅣᄆㅏᆨ	피막	pimak		
pʰ	i	m	o	k̚	CVCVC	ㅍㅣᄆㅗᆨ	피목	pimok	TRUE	
pʰ	i	m	u	k̚	CVCVC	ㅍㅣᄆㅜᆨ	피묵	pimuk		
pʰ	a	m	i	k̚	CVCVC	ㅍㅏᄆㅣᆨ	파믹	pamik		
pʰ	a	m	o	k̚	CVCVC	ㅍㅏᄆㅗᆨ	파목	pamok		
pʰ	a	m	u	k̚	CVCVC	ㅍㅏᄆㅜᆨ	파묵	pamuk		
pʰ	o	m	i	k̚	CVCVC	ㅍㅗᄆㅣᆨ	포믹	pomik		
pʰ	o	m	a	k̚	CVCVC	ㅍㅗᄆㅏᆨ	포막	pomak		
pʰ	o	m	u	k̚	CVCVC	ㅍㅗᄆㅜᆨ	포묵	pomuk		
pʰ	u	m	i	k̚	CVCVC	ㅍㅜᄆㅣᆨ	푸믹	pumik		
pʰ	u	m	a	k̚	CVCVC	ㅍㅜᄆㅏᆨ	푸막	pumak		
pʰ	u	m	o	k̚	CVCVC	ㅍㅜᄆㅗᆨ	푸목	pumok		
pʰ	i	n	a	k̚	CVCVC	ㅍㅣᄂㅏᆨ	피낙	pinak		
pʰ	i	n	o	k̚	CVCVC	ㅍㅣᄂㅗᆨ	피녹	pinok		
pʰ	i	n	u	k̚	CVCVC	ㅍㅣᄂㅜᆨ	피눅	pinuk	FALSE	
pʰ	a	n	i	k̚	CVCVC	ㅍㅏᄂㅣᆨ	파닉	panik		
pʰ	a	n	o	k̚	CVCVC	ㅍㅏᄂㅗᆨ	파녹	panok		
pʰ	a	n	u	k̚	CVCVC	ㅍㅏᄂㅜᆨ	파눅	panuk		
pʰ	o	n	i	k̚	CVCVC	ㅍㅗᄂㅣᆨ	포닉	ponik		
pʰ	o	n	a	k̚	CVCVC	ㅍㅗᄂㅏᆨ	포낙	ponak		
pʰ	o	n	u	k̚	CVCVC	ㅍㅗᄂㅜᆨ	포눅	ponuk		
pʰ	u	n	i	k̚	CVCVC	ㅍㅜᄂㅣᆨ	푸닉	punik		
pʰ	u	n	a	k̚	CVCVC	ㅍㅜᄂㅏᆨ	푸낙	punak		
pʰ	u	n	o	k̚	CVCVC	ㅍㅜᄂㅗᆨ	푸녹	punok		
tʰ	i	p	a	k̚	CVCVC	ㅌㅣㅂㅏᆨ	티박	tibak		
tʰ	i	p	o	k̚	CVCVC	ㅌㅣㅂㅗᆨ	티복	tibok		
tʰ	i	p	u	k̚	CVCVC	ㅌㅣㅂㅜᆨ	티북	tibuk		
tʰ	a	p	i	k̚	CVCVC	ㅌㅏㅂㅣᆨ	타빅	tabik	FALSE	
tʰ	a	p	o	k̚	CVCVC	ㅌㅏㅂㅗᆨ	타복	tabok		
tʰ	a	p	u	k̚	CVCVC	ㅌㅏㅂㅜᆨ	타북	tabuk		
tʰ	o	p	i	k̚	CVCVC	ㅌㅗㅂㅣᆨ	토빅	tobik		
tʰ	o	p	a	k̚	CVCVC	ㅌㅗㅂㅏᆨ	토박	tobak		
tʰ	o	p	u	k̚	CVCVC	ㅌㅗㅂㅜᆨ	토북	tobuk		
tʰ	u	p	i	k̚	CVCVC	ㅌㅜㅂㅣᆨ	투빅	tubik		
tʰ	u	p	a	k̚	CVCVC	ㅌㅜㅂㅏᆨ	투박	tubak		
tʰ	u	p	o	k̚	CVCVC	ㅌㅜㅂㅗᆨ	투복	tubok		
tʰ	i	c	a	k̚	CVCVC	ㅌㅣㅈㅏᆨ	티작	tijak		
tʰ	i	c	o	k̚	CVCVC	ㅌㅣㅈㅗᆨ	티족	tijok		
tʰ	i	c	u	k̚	CVCVC	ㅌㅣㅈㅜᆨ	티죽	tijuk		
tʰ	a	c	i	k̚	CVCVC	ㅌㅏㅈㅣᆨ	타직	tajik		
tʰ	a	c	o	k̚	CVCVC	ㅌㅏㅈㅗᆨ	타족	tajok	TRUE	
tʰ	a	c	u	k̚	CVCVC	ㅌㅏㅈㅜᆨ	타죽	tajuk		
tʰ	o	c	i	k̚	CVCVC	ㅌㅗㅈㅣᆨ	토직	tojik		
tʰ	o	c	a	k̚	CVCVC	ㅌㅗㅈㅏᆨ	토작	tojak		
tʰ	o	c	u	k̚	CVCVC	ㅌㅗㅈㅜᆨ	토죽	tojuk		
tʰ	u	c	i	k̚	CVCVC	ㅌㅜㅈㅣᆨ	투직	tujik		
tʰ	u	c	a	k̚	CVCVC	ㅌㅜㅈㅏᆨ	투작	tujak		
tʰ	u	c	o	k̚	CVCVC	ㅌㅜㅈㅗᆨ	투족	tujok		
tʰ	i	k	a	t̚	CVCVC	ㅌㅣㄱㅏᆮ	티갇	tigat		
tʰ	i	k	o	t̚	CVCVC	ㅌㅣㄱㅗᆮ	티곧	tigot		
tʰ	i	k	u	t̚	CVCVC	ㅌㅣㄱㅜᆮ	티굳	tigut		
tʰ	a	k	i	t̚	CVCVC	ㅌㅏㄱㅣᆮ	타긷	tagit		
tʰ	a	k	o	t̚	CVCVC	ㅌㅏㄱㅗᆮ	타곧	tagot		
tʰ	a	k	u	t̚	CVCVC	ㅌㅏㄱㅜᆮ	타굳	tagut	FALSE	
tʰ	o	k	i	t̚	CVCVC	ㅌㅗㄱㅣᆮ	토긷	togit		
tʰ	o	k	a	t̚	CVCVC	ㅌㅗㄱㅏᆮ	토갇	togat		
tʰ	o	k	u	t̚	CVCVC	ㅌㅗㄱㅜᆮ	토굳	togut		
tʰ	u	k	i	t̚	CVCVC	ㅌㅜㄱㅣᆮ	투긷	tugit		
tʰ	u	k	a	t̚	CVCVC	ㅌㅜㄱㅏᆮ	투갇	tugat		
tʰ	u	k	o	t̚	CVCVC	ㅌㅜㄱㅗᆮ	투곧	tugot		
tʰ	i	pʰ	a	k̚	CVCVC	ㅌㅣㅍㅏᆨ	티팍	tipak		
tʰ	i	pʰ	o	k̚	CVCVC	ㅌㅣㅍㅗᆨ	티폭	tipok		
tʰ	i	pʰ	u	k̚	CVCVC	ㅌㅣㅍㅜᆨ	티푹	tipuk		
tʰ	a	pʰ	i	k̚	CVCVC	ㅌㅏㅍㅣᆨ	타픽	tapik		
tʰ	a	pʰ	o	k̚	CVCVC	ㅌㅏㅍㅗᆨ	타폭	tapok		
tʰ	a	pʰ	u	k̚	CVCVC	ㅌㅏㅍㅜᆨ	타푹	tapuk		
tʰ	o	pʰ	a	k̚	CVCVC	ㅌㅗㅍㅏᆨ	토팍	topak	FALSE	
tʰ	o	pʰ	u	k̚	CVCVC	ㅌㅗㅍㅜᆨ	토푹	topuk		
tʰ	u	pʰ	i	k̚	CVCVC	ㅌㅜㅍㅣᆨ	투픽	tupik		
tʰ	u	pʰ	a	k̚	CVCVC	ㅌㅜㅍㅏᆨ	투팍	tupak		
tʰ	u	pʰ	o	k̚	CVCVC	ㅌㅜㅍㅗᆨ	투폭	tupok		
tʰ	i	cʰ	a	k̚	CVCVC	ㅌㅣㅊㅏᆨ	티착	tichak		
tʰ	i	cʰ	o	k̚	CVCVC	ㅌㅣㅊㅗᆨ	티촉	tichok		
tʰ	i	cʰ	u	k̚	CVCVC	ㅌㅣㅊㅜᆨ	티축	tichuk		
tʰ	a	cʰ	i	k̚	CVCVC	ㅌㅏㅊㅣᆨ	타칙	tachik		
tʰ	a	cʰ	o	k̚	CVCVC	ㅌㅏㅊㅗᆨ	타촉	tachok		
tʰ	a	cʰ	u	k̚	CVCVC	ㅌㅏㅊㅜᆨ	타축	tachuk		
tʰ	o	cʰ	i	k̚	CVCVC	ㅌㅗㅊㅣᆨ	토칙	tochik		
tʰ	o	cʰ	u	k̚	CVCVC	ㅌㅗㅊㅜᆨ	토축	tochuk		
tʰ	u	cʰ	i	k̚	CVCVC	ㅌㅜㅊㅣᆨ	투칙	tuchik	FALSE	
tʰ	u	cʰ	a	k̚	CVCVC	ㅌㅜㅊㅏᆨ	투착	tuchak		
tʰ	u	cʰ	o	k̚	CVCVC	ㅌㅜㅊㅗᆨ	투촉	tuchok		
tʰ	i	kʰ	a	t̚	CVCVC	ㅌㅣㅋㅏᆮ	티칻	tikat		
tʰ	i	kʰ	o	t̚	CVCVC	ㅌㅣㅋㅗᆮ	티콛	tikot		
tʰ	i	kʰ	u	t̚	CVCVC	ㅌㅣㅋㅜᆮ	티쿧	tikut		
tʰ	a	kʰ	i	t̚	CVCVC	ㅌㅏㅋㅣᆮ	타킫	takit		
tʰ	a	kʰ	o	t̚	CVCVC	ㅌㅏㅋㅗᆮ	타콛	takot		
tʰ	a	kʰ	u	t̚	CVCVC	ㅌㅏㅋㅜᆮ	타쿧	takut		
tʰ	o	kʰ	i	t̚	CVCVC	ㅌㅗㅋㅣᆮ	토킫	tokit		
tʰ	o	kʰ	a	t̚	CVCVC	ㅌㅗㅋㅏᆮ	토칻	tokat		
tʰ	o	kʰ	u	t̚	CVCVC	ㅌㅗㅋㅜᆮ	토쿧	tokut		
tʰ	u	kʰ	i	t̚	CVCVC	ㅌㅜㅋㅣᆮ	투킫	tukit		
tʰ	u	kʰ	a	t̚	CVCVC	ㅌㅜㅋㅏᆮ	투칻	tukat	FALSE	
tʰ	u	kʰ	o	t̚	CVCVC	ㅌㅜㅋㅗᆮ	투콛	tukot		
tʰ	i	s	a	k̚	CVCVC	ㅌㅣᄉㅏᆨ	티삭	tisak		
tʰ	i	s	o	k̚	CVCVC	ㅌㅣᄉㅗᆨ	티속	tisok		
tʰ	i	s	u	k̚	CVCVC	ㅌㅣᄉㅜᆨ	티숙	tisuk		
tʰ	a	s	i	k̚	CVCVC	ㅌㅏᄉㅣᆨ	타식	tasik		
